title|year|Abstract|Keywords|Keywords-Plus|Web-of-Science-Categories|Times-Cited|Usage-Count-Last-180-days|Usage-Count-Since-2013
EFFECTS OF TEXT SEGMENTATION ON SILENT READING OF CHINESE REGULATED POEMS: EVIDENCE FROM EYE MOVEMENTS|2016|Interword spaces have been reported to play an important role in silent reading of alphabetic languages. However, it has not yet been clear whether text spacing/segmentation facilitates the cognitive process in silent reading of Chinese, a logographic language, especially in reading Chinese regulated poems which have predefined rhythmic structures. An eye-tracking experiment was conducted to monitor eye movements of native participants in reading Chinese regulated poems in four segmenting conditions: normal text, character segmentation, rhythmic segmentation, and syntactic segmentation. By comparing a set of measures of eye movements, both global and local analyses showed that syntactic segmentation boosted reading efficiency, while rhythmic segmentation did not. The findings demonstrate that not rhythmic but syntactic structure plays major roles in the cognitive process in reading Chinese regulated poems, suggesting an intrinsic difference in the information structure between spoken and written languages.|Text segmentation; Reading; Chinese regulated poem; Rhythmic structure; Syntactic structure; Eye movement|SPACE INFORMATION; READERS; 2ND-LANGUAGE; REANALYSIS; DISPLAY; ENGLISH; WORDS; TIME|Asian Studies; Linguistics; Language \& Linguistics|0|1|8
SIMILAR AND DIFFERENT: COGNITIVE RHYTHM AND EFFORT IN TRANSLATION AND PARAPHRASING|2016|Although Jakobson's (1959) seminal classification of translation into three kinds: interlingual, intralingual and intersemiotic has been widely accepted in Translation Studies, so far most research interest has focused on interlingual translation, defined as ``translation proper{''}. Intralingual translation, more often understood as rewording, paraphrasing or reformulation within the same language, is a less prototypical kind of translation, yet we believe that the underlying mental operations needed to perform both tasks include similar processing stages. Bearing in mind the lack of research comparing inter-and intralingual translation we designed the ParaTrans project in which we investigate how translators make decisions in both tasks. In this article we present the results of a comparative analysis of processing effort and cognitive rhythm demonstrated by professional translators who were asked to translate and paraphrase similar texts. Having collected three streams of translation process data with such tools as key-logging, eye-tracking and screen-capture software, we are able to draw some tentative conclusions concerning the similarities and differences between language processing for interlingual translation and intralingual paraphrasing. The results confirm a higher processing effort in interlingual translation most likely due to the need to switch between languages.|Paraphrasing; processing effort; intralingual translation; cognitive rhythm; key-logging and eye-tracking|INTRALINGUAL TRANSLATION; LANGUAGE; COMPREHENSION; PATTERNS; TASKS; KEY|Linguistics; Language \& Linguistics|0|4|8
Personality-aware followee recommendation algorithms: An empirical analysis|2016|As the popularity of micro-blogging sites, expressed as the number of active users and volume of online activities, increases, the difficulty of deciding who to follow also increases. Such decision might not depend on a unique factor as users usually have several reasons for choosing whom to follow. However, most recommendation systems almost exclusively rely on only two traditional factors: graph topology and user-generated content, disregarding the effect of psychological and behavioural characteristics, such as personality, over the followee selection process. Due to its effect over people's reactions and interactions with other individuals, personality is considered as one of the primary factors that influence human behaviour. This study aims at assessing the impact of personality in the accurate prediction of followees, beyond simple topological and content-based factors. It analyses whether user personality could condition followee selection by combining personality traits with the most commonly used followee predictive factors. Results showed that an accurate appreciation of such predictive factors tied to a quantitative analysis of personality is crucial for guiding the search of potential followees, and thus, enhance recommendations. (C) 2016 Elsevier Ltd. All rights reserved.|Followee recommendation; Twitter; Human aspects recommendation; Personality traits|5-FACTOR MODEL; BEHAVIOR; SIMILARITY; NETWORKS; RATINGS; TEXT|Automation \& Control Systems; Computer Science, Artificial Intelligence; Engineering, Multidisciplinary; Engineering, Electrical \& Electronic|2|3|8
Classification of radiology reports for falls in an HIV study cohort|2016|Methods We used the Veterans Aging Cohort Study Virtual Cohort (VACS-VC), an electronic health record-based cohort of 146 530 veterans for whom radiology reports were available (N =2 977 739). We created a reference standard of radiology reports, represented each report by a feature set of words and Unified Medical Language System concepts, and then developed several support vector machine (SVM) classifiers for falls. We compared mutual information (MI) ranking and embedded feature selection approaches. The SVM classifier with MI feature selection was chosen to classify all radiology reports in VACS-VC. Results Our SVM classifier with MI feature selection achieved an area under the curve score of 97.04 on the test set. When applied to all the radiology reports in VACS-VC, 80 416 of these reports were classified as positive for a fall. Of these, 11 484 were associated with a fall-related external cause of injury code (E-code) and 68 932 were not, corresponding to 29 280 patients with potential fall-related injuries who could not have been found using E-codes. Discussion Feature selection was crucial to improving the classifier's performance. Feature selection with MI allowed us to select the number of discriminative features to use for classification, in contrast to the embedded feature selection method, in which the number of features is chosen automatically. Conclusion Machine learning is an effective method of identifying patients who have suffered a fall. The development of this classifier supplements the clinical researcher's toolkit and reduces dependence on under-coded structured electronic health record data.|information retrieval; text mining; falls; aging; HIV|ARCHITECTURE|Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Health Care Sciences \& Services; Information Science \& Library Science; Medical Informatics|3|2|8
Literacy discussions in low-income families: The effect of parent questions on fourth graders' retellings|2016|This study examines the effects of four types of reading comprehension questions - immediate, non-immediate, summary, and unanswerable questions - that linguistically diverse and predominantly low-income parents asked their fourth graders on children's text retellings. One-hundred-twenty (N = 120) parent and child dyads participated in a home visit study in which they talked about narrative and informational texts. Moderation analyses indicated that immediate questions and non-immediate questions had a more positive effect on student retellings of an informational text and a narrative text, respectively, for less proficient than more proficient readers. These findings suggest that parents may be able to help their children, particularly less proficient readers, with text memory and text comprehension by asking specific types of questions.|Family literacy; middle childhood; parent-child literacy interactions; parent questions; retelling|INFORMATIONAL TEXTS; READING-COMPREHENSION; CHILDRENS VOCABULARY; PRESCHOOL-CHILDREN; BOOK READINGS; INSTRUCTION; STRATEGIES; STORYBOOK; QUALITY; MOTHERS|Psychology, Developmental; Linguistics; Language \& Linguistics|0|5|8
Verb Argument Structure in Narrative Speech: Mining AphasiaBank|2016|Previous research has found that verb argument structure characteristics (such as the number of participant roles in the situation described by the verb) can facilitate or hinder aphasic language production and comprehension in constrained laboratory tasks. This research needs to be complemented by studies of narrative or unrestricted speech, which can capture the spontaneous selection of verbs and grammatical structures by people with aphasia and may be particularly sensitive to the relative cost of access to different verb types in more natural conditions. Focusing on the number of subcategorization options, we investigated verb argument structure effects in a large sample of narratives from AphasiaBank, by speakers with aphasia, as well as control speakers without brain damage. Verb argument structure complexity did not negatively affect verb selection in any type of aphasia. However, people with aphasia, particularly with Broca's aphasia, used verbs in less complex and diverse ways, with fewer arguments and less diverse subcategorization options. In line with previous research, this suggests that deficits in verb use in aphasia are likely due to difficulties with the online application of or partial damage to verb argument structure knowledge.|Verb argument structure; aphasia; subcategorization options; spontaneous speech in aphasia; verb processing in aphasia|AGRAMMATIC APHASIA; CORTICAL REPRESENTATION; SENTENCE COMPREHENSION; NAMING ERRORS; SPEAKERS; NOUNS; RECOGNITION; COMPLEMENTS; COMPLEXITY; RETRIEVAL|Audiology \& Speech-Language Pathology; Linguistics; Rehabilitation|0|1|8
In the pursuit of a semantic similarity metric based on UMLS annotations for articles in PubMed Central Open Access|2015|Motivation: Although full-text articles are provided by the publishers in electronic formats, it remains a challenge to find related work beyond the title and abstract context. Identifying related articles based on their abstract is indeed a good starting point; this process is straightforward and does not consume as many resources as full-text based similarity would require. However, further analyses may require in-depth understanding of the full content. Two articles with highly related abstracts can be substantially different regarding the full content. How similarity differs when considering title-and-abstract versus full-text and which semantic similarity metric provides better results when dealing with full-text articles are the main issues addressed in this manuscript. Methods: We have benchmarked three similarity metrics - BM25, PMRA, and Cosine, in order to determine which one performs best when using concept-based annotations on full-text documents. We also evaluated variations in similarity values based on title-and-abstract against those relying on full-text. Our test dataset comprises the Genomics track article collection from the 2005 Text Retrieval Conference. Initially, we used an entity recognition software to semantically annotate titles and abstracts as well as full-text with concepts defined in the Unified Medical Language System (UMLS). For each article, we created a document profile, i.e., a set of identified concepts, term frequency, and inverse document frequency; we then applied various similarity metrics to those document profiles. We considered correlation, precision, recall, and F1 in order to determine which similarity metric performs best with concept-based annotations. For those full-text articles available in PubMed Central Open Access (PMC-OA), we also performed dispersion analyses in order to understand how similarity varies when considering full-text articles. Results: We have found that the PubMed Related Articles similarity metric is the most suitable for full-text articles annotated with UMLS concepts. For similarity values above 0.8, all metrics exhibited an F1 around 0.2 and a recall around 0.1; BM25 showed the highest precision close to 1; in all cases the concept-based metrics performed better than the word-stem-based one. Our experiments show that similarity values vary when considering only title-and-abstract versus full-text similarity. Therefore, analyses based on full-text become useful when a given research requires going beyond title and abstract, particularly regarding connectivity across articles. Availability: Visualization available at ljgarcia.github.io/semsim.benchmark/, data available at http://dx.doi.org/10.5281/zenodo.13323. (C) 2015 Elsevier Inc. All rights reserved.|Semantic similarity; Scientific publications; Similarity metrics; Semantic annotations; Related articles|TEXT CLASSIFICATION; ONTOLOGY; SEARCH; DOMAIN; MODEL|Computer Science, Interdisciplinary Applications; Medical Informatics|2|0|8
The good, the bad and the implicit: a comprehensive approach to annotating explicit and implicit sentiment|2015|We present a fine-grained scheme for the annotation of polar sentiment in text, that accounts for explicit sentiment (so-called private states), as well as implicit expressions of sentiment (polar facts). Polar expressions are annotated below sentence level and classified according to their subjectivity status. Additionally, they are linked to one or more targets with a specific polar orientation and intensity. Other components of the annotation scheme include source attribution and the identification and classification of expressions that modify polarity. In previous research, little attention has been given to implicit sentiment, which represents a substantial amount of the polar expressions encountered in our data. An English and Dutch corpus of financial newswire text, consisting of over 45,000 words each, was annotated using our scheme. A subset of this corpus was used to conduct an inter-annotator agreement study, which demonstrated that the proposed scheme can be used to reliably annotate explicit and implicit sentiment in real-world textual data, making the created corpora a useful resource for sentiment analysis.|Corpus annotation; Polarity; Sentiment analysis; Natural language processing|AGREEMENT; EMOTIONS|Computer Science, Interdisciplinary Applications|1|1|8
Comparing image search behaviour in the ARRS GoldMiner search engine and a clinical PACS/RIS|2015|Information search has changed the way we manage knowledge and the ubiquity of information access has made search a frequent activity, whether via Internet search engines or increasingly via mobile devices. Medical information search is in this respect no different and much research has been devoted to analyzing the way in which physicians aim to access information. Medical image search is a much smaller domain but has gained much attention as it has different characteristics than search for text documents. While web search log files have been analysed many times to better understand user behaviour, the log files of hospital internal systems for search in a PACS/RIS (Picture Archival and Communication System, Radiology Information System) have rarely been analysed. Such a comparison between a hospital PACS/RIS search and a web system for searching images of the biomedical literature is the goal of this paper. Objectives are to identify similarities and differences in search behaviour of the two systems, which could then be used to optimize existing systems and build new search engines. Log files of the ARRS GoldMiner medical image search engine (freely accessible on the Internet) containing 222,005 queries, and log files of Stanford's internal PACS/RIS search called radTF containing 18,068 queries were analysed. Each query was preprocessed and all query terms were mapped to the RadLex (Radiology Lexicon) terminology, a comprehensive lexicon of radiology terms created and maintained by the Radiological Society of North America, so the semantic content in the queries and the links between terms could be analysed, and synonyms for the same concept could be detected. RadLex was mainly created for the use in radiology reports, to aid structured reporting and the preparation of educational material (Lanlotz, 2006) {[}1]. In standard medical vocabularies such as MeSH (Medical Subject Headings) and UMLS (Unified Medical Language System) specific terms of radiology are often underrepresented, therefore RadLex was considered to be the best option for this task. The results show a surprising similarity between the usage behaviour in the two systems, but several subtle differences can also be noted. The average number of terms per query is 2.21 for GoldMiner and 2.07 for radTF, the used axes of RadLex (anatomy, pathology, findings,...) have almost the same distribution with clinical findings being the most frequent and the anatomical entity the second; also, combinations of RadLex axes are extremely similar between the two systems. Differences include a longer length of the sessions in radTF than in GoldMiner (3.4 and 1.9 queries per session on average). Several frequent search terms overlap but some strong differences exist in the details. In radTF the term ``normal{''} is frequent, whereas in GoldMiner it is not. This makes intuitive sense, as in the literature normal cases are rarely described whereas in clinical work the comparison with normal cases is often a first step. The general similarity in many points is likely due to the fact that users of the two systems are influenced by their daily behaviour in using standard web search engines and follow this behaviour in their professional search. This means that many results and insights gained from standard web search can likely be transferred to more specialized search systems. Still, specialized log files can be used to find out more on reformulations and detailed strategies of users to find the right content. (C) 2015 Elsevier Inc. All rights reserved.|Medical image search; Log file analysis; User behaviour; Information retrieval|RADIOLOGISTS; WEB|Computer Science, Interdisciplinary Applications; Medical Informatics|1|1|8
Therapist-Centered Design of a Robot's Dialogue Behavior|2014|Significant research effort has already been invested in the field of robot-assisted therapy for children with developmental disorders, and the researchers generally agree that therapists should be involved in the development of assistive robotic tools. However, relatively little attention has been devoted to robots' capacity to autonomously engage in a natural language dialogue in the context of robot-assisted therapy. This paper focuses on this desideratum. It introduces a programming platform that enables the therapist to design a robot's dialogue behavior. To the extent that the platform is domain-independent, it enables the therapist to flexibly model (1) the interaction domain and the lexicon, (2) the interaction context, and (3) the robot's dialogue strategy. To the extent that the platform is therapist-centered, it is motivated by real-life difficulties that therapists encounter while trying to specify a robot's dialogue behavior and can be used by nontechnical therapists in a user-friendly and intuitive manner. In addition, the platform (4) enables the therapist to test dialogue strategies independently of therapeutic settings, and (5) provides estimated cognitive load placed on the child while trying to process the therapist's dialogue acts.|Robot-assisted therapy; Human-machine interaction; Therapist-centered design; Context modeling; Dialogue behavior modeling; Focus tree|LANGUAGE COMPREHENSION; WORKING-MEMORY; ASSISTED THERAPY; CEREBRAL-PALSY; INFORMATION; ATTENTION; STROKE; REAL; LIFE|Computer Science, Artificial Intelligence; Neurosciences|7|1|8
Preparing an annotated gold standard corpus to share with extramural investigators for de-identification research|2014|Objective: The current study aims to fill the gap in available healthcare de-identification resources by creating a new sharable dataset with realistic Protected Health Information (PHI) without reducing the value of the data for de-identification research. By releasing the annotated gold standard corpus with Data Use Agreement we would like to encourage other Computational Linguists to experiment with our data and develop new machine learning models for de-identification. This paper describes: (1) the modifications required by the Institutional Review Board before sharing the de-identification gold standard corpus; (2) our efforts to keep the PHI as realistic as possible; (3) and the tests to show the effectiveness of these efforts in preserving the value of the modified data set for machine learning model development. Materials and methods: In a previous study we built an original de-identification gold standard corpus annotated with true Protected Health Information (PHI) from 3503 randomly selected clinical notes for the 22 most frequent clinical note types of our institution. In the current study we modified the original gold standard corpus to make it suitable for external sharing by replacing HIPAA-specified PHI with newly generated realistic PHI. Finally, we evaluated the research value of this new dataset by comparing the performance of an existing published in-house de-identification system, when trained on the new de-identification gold standard corpus, with the performance of the same system, when trained on the original corpus. We assessed the potential benefits of using the new de-identification gold standard corpus to identify PHI in the i2b2 and PhysioNet datasets that were released by other groups for de-identification research. We also measured the effectiveness of the i2b2 and PhysioNet de-identification gold standard corpora in identifying PHI in our original clinical notes. Results: Performance of the de-identification system using the new gold standard corpus as a training set was very close to training on the original corpus (92.56 vs. 93.48 overall F-measures). Best i2b2/PhysioNet/CCHMC cross-training performances were obtained when training on the new shared CCHMC gold standard corpus, although performances were still lower than corpus-specific trainings. Discussion and conclusion: We successfully modified a de-identification dataset for external sharing while preserving the de-identification research value of the modified gold standard corpus with limited drop in machine learning de-identification performance. (C) 2014 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY-NC-ND license|Natural Language Processing; Privacy of patient data; Health insurance portability and accountability act; Automated de-identification; De-identification gold standard; Protected Health Information|SYSTEM; TEXT; DOCUMENTS; RECORD|Computer Science, Interdisciplinary Applications; Medical Informatics|5|2|8
The interdiscursive construction of irresponsibility as a defence strategy in the Belgian Assize Court|2014|Research on intertextuality in criminal trials postulates a dynamic view of legal text and demonstrates how discourse takes on different meanings at various stages in the legal process. This article examines how these intertextual dynamics affect the negotiation of issues relating to the moral responsibility of defendants in the Belgian Assize Court. Linguistic-ethnographic analysis of the defence counsel's argumentation in a strangling trial demonstrates how the ambiguity in Belgian criminal law of legal concepts related to moral responsibility opens up enormous potential for negotiation and multiple interpretations of these concepts. This article considers the implications of local constructions of irresponsibility for the assessment of criminal culpability and reflects on the relation between lay and professional input in the adjudication process. (C) 2014 Elsevier Ltd. All rights reserved.|Legal discourse analysis; Interdiscursivity; Textual travel; Criminal culpability; Insanity defence; Assize Court procedure|INSANITY DEFENSE; TRIAL; QUESTIONS; TESTIMONY; LAW|Communication; Linguistics|1|0|8
Two modes of referring to the case file in the courtroom: The use of indirect reported text and text-as-addressed speech in case summaries|2014|This paper analyzes summaries of the written case file which judges produce at the onset of pre-parole pluridisciplanary hearings for assessing the future dangerousness of an inmate. Such summaries of the case file are a highly reflexive discursive practice, as the inmate who appears before the committee is simultaneously the object of the written expert assessments that are re-enacted by the judge and the recipient of these reenactments. Both the production of the summary as an extended turn-at-talk and the procedures for referring to the file are sensitive to this ``participative dilemma{''}. Two different modes for referring to the file are identified: ``indirect reported text{''} and ``text-as-addressed speech.{''} Each has different sequential implications and invokes different epistemic domains and asymmetries. (C) 2013 Elsevier Ltd. All rights reserved.|Conversation analysis; Courtroom interaction; Turn taking; Reported speech; Video communication|TALK; MEETINGS|Communication; Linguistics|3|0|8
Narrative, text and time: Telling the same story twice in the oral narrative reporting of 7/7|2014|The question of whether it is possible to `tell the same story twice' has been explored in work on conversational narratives, which has set out to understand the existence of some kind of `underlying semantic structure' and `script' (Polanyi, 1981). In conversational narratives, `local occasioning' and `recipient design' (Sacks et al., 1974) are factors that determine the form and function of the story. Here, ongoing talk frames the narrative while other participants provide a ready made audience, all of which, form part of the storytelling process. What happens, however, when a survivor of 7/7 (the date in 2005 of the co-ordinated terrorist bomb attacks on the London transport system in the morning rush hour, which killed 52 and injured hundreds of people), whose personal narrative was reported globally on the day of the event, is again interviewed two and a half years later for their experience of that morning? Is the `same story' retold? Specifically, how far does the latest story replicate the experience and events of the first and which of the prototypical features of a personal narrative - at the level of both the macrostructure and microstructure - remain constant? By comparing both interviews and using Labov and Waletzky's (1967) narrative framework as the central model for analysis, it is possible to see whether events within the complicating action or features of evaluation remain the most memorable, that is, they are recalled in the second telling as important aspects of the experience, and may be seen to be core narrative categories. While findings show that both narratives are comparable in form, a closer investigation finds compelling differences as well as unexpected linguistic choices. Not only has the second narrative become informed by other, external narratives to become part of a broader, mediated narrative but various discourse strategies of `dissociation' in both interviews have resulted in a retelling of a traumatic experience that appears to have features of an eye witness report rather than a personal narrative. Moreover, this blurring of two distinct genres of storytelling provides a true insight of how the narrator positions himself inside this terrible experience.|7; 7 bombings; dissociation; oral narrative; story template; tellability; trauma|ORGANIZATION|Linguistics; Language \& Linguistics|0|0|8
A mathematical model for academic genre awareness Writer's metalinguistic knowledge in English L2 writing|2014|Spanish undergraduates of English Studies are required to submit their essays in academic English, a genre which most of them are not acquainted with. This paper aims to explore the extralinguistic side of L2 academic writing, more specifically, the combination of metalinguistic items (e.g. transition and frame markers, among others) with writers' awareness of academic genre features. The research sample conveys a group of 200 Spanish undergraduates of English Studies; they are in their fourth year, so they are expected to be proficient in English academic writing but their written production quality varies considerably. Results are analysed following a mixed methodology by which metalinguistic items are statistically measured, and then contrasted with semi-structured interview results; SPSS (R) and NVivo (R) provide quantitative and qualitative outcomes, respectively. The analyses reveal that undergraduate students who produce complex sentences and more coherent texts show greater awareness of academic genre features, being able to (un) consciously employ academic language in their written expression. These high-scoring students make more proficient use of complex transition markers for coherence and frame markers for textual cohesion.|writing; academic; English; L2; awareness; metalinguistic|LANGUAGE; IDENTITY|Linguistics; Language \& Linguistics|0|1|8
Interrelations of representations of academic writing and professors' written feedback|2014|This paper shows some interrelations of representations of academic writing and its teaching, and the discourse strategies (Menendez, 2000) adopted by lecturers and professors when giving written feedback. On the basis of a corpus of 30 interviews to professors and 184 samples of written feedback by the same professors, we have identified four representations about writing and a set of eight discourse strategies, which are first outlined here. Second, on the basis of two cases, two of the representations are described in detail, using discourse analysis tools based on Systemic Functional Linguistics. Additionally, the same two cases allow us to examine the strategies adopted by professors when assessing the texts produced by their students. The results show that those professors who represent writing as a tool used in material processes and who assign their students and themselves the role of Actors use strategies to feedback written production, under the form of instructions and questions. In contrast, when the prevailing representation is that in which writing is associated with a phenomenon in which the professor is a mere observer, feedback is mainly provided by using strategies whose purpose is expressing an evaluation about the correctness or incorrectness of an answer.|academic literacy; representations of academic writing; discourse strategies; written feedback|GENRE|Linguistics; Language \& Linguistics|0|3|8
Computer Aided Error Analysis of a Computer based on Learner Corpus for Spanish as a Foreign Language|2014|This paper presents a Computer Aided Error Analysis ( CEA) study based on Spanish as a Foreign Language Learners' Corpus. The corpus is made up of 84 summary texts: 40 of them are of expository modality, 22 narrative and 22 argumentative. These were written in Spanish by 22 international students from diverse university study programs with a B1 language proficiency level, enrolled in a b-learning Spanish as a foreign language course at Universidad de Concepcion, Chile (ele.udec.cl). The writing computerized tasks involved the production of 250-word-summaries based on scientific, historical and cultural topics that learners were asked to read. The methodology included Computer Aided Error Analysis and Computer Learner Corpora proceedings for the corpus construction, linguistic annotation and data processing using the NVIVO software tools. The aim is to determine error types, with the highest frequency of occurrence, committed by learners of Spanish as a foreign language. The corpus processing results suggest errors with the highest frequency correspond to orthographical stress-marking errors, followed by grammatical errors; such as, prepositions, grammatical agreement, verbs and articles. These findings will have implications in the delimitation, identification and treatment of errors with the use of an intelligent tutorial system for Spanish as a foreign language.|Computer-aided-error-analysis (CEA); Computer Learner Corpora (CLC); Intelligent Tutorial Systems for Foreign Languages (ITS for FL); Spanish as a Foreign Language|TUTOR|Linguistics; Language \& Linguistics|0|1|8
A cross-cultural study of metaphoric imagery in Shakespeare's Macbeth|2014|Metaphor is an important literary device, and its translation poses the challenge of switching between different cultural, conceptual, and linguistic frames of reference. This study uses cross-cultural comparison to investigate the metaphoric imagery used in six translations of Shakespeare's Macbeth into three languages: French, Italian, and Persian. To accomplish the aims of the study, metaphoric images in this play were identified in the source and target texts and then subjected to comparative analysis using Newmark's categorization of strategies for translating metaphors. After analyzing the translations in the above-mentioned languages, it became apparent that all the translators, including the two Persian translators, tended to retain the same metaphoric images as in the source text. This is somewhat surprising given the greater linguistic and cultural distance between English and Persian. The findings suggest that the literal treatment of metaphors - and not their explicitation - may be a translation universal, at least in regard to canonical texts.|imagery; metaphor; translation strategies; translation of metaphor; Macbeth|TRANSLATING METAPHOR|Linguistics; Language \& Linguistics|0|0|8
Examination of Nursing Data Elements From Evidence-Based Recommendations for Clinical Decision Support|2013|The purpose of this descriptive, exploratory study was to examine the current use, metadata, and availability of delirium data elements in an electronic health record and clinical data repository. The investigation explored risk for ICU delirium by comparing the delirium data elements representing nursing practice at one clinical agency with a Synthesis of evidence-based practice recommendations developed for the Knowledge-Based Nursing Initiative. The analysis provided a description of the representation of data elements and issues related to the availability of data for use in the future development of clinical decision support system that was intended to prevent ICU delirium. Content analysis and descriptive statistics were used to categorize and analyze the instance-level data from the convenience sample of 1714 patients. Forty-one data element categories were derived from the synthesis based on nursing process components and were matched to 160 data elements identified in the clinical agency's electronic health record. The matched data elements were primarily text based, entered by RNs using flow sheets and care planning documentation. Even though there was a high number of potential data element matches, there was considerable variable data availability related to clinical, conceptual, and technical factors. The further development of valid and reliable data that accurately capture the interaction between nurse, patient, and family is necessary before embarking on electronic clinical decision support.|Clinical data elements; Clinical decision support systems; Evidence-based practice; Informatics; Information systems; Nursing|MECHANICALLY VENTILATED PATIENTS; ELECTRONIC HEALTH RECORD; INTENSIVE-CARE-UNIT; DELIRIUM; SYSTEMS|Computer Science, Interdisciplinary Applications; Medical Informatics; Nursing|2|2|8
Interactional resources in the letters of young writers in Swedish and English|2013|This study examines the use of interactional resources in letters to a penfriend of Swedish 11-year-olds in Swedish (L1) and English (FL) from a multi-competence perspective. The objectives of the study are to ascertain whether the language in which the letters were written and the gender of the writers influenced the extent to which interactional meanings were expressed, and also to examine the textual resources that the young novice writers employed to convey interactional meanings in FL. The texts are analysed in terms of both content and discourse-semantic expression, with the discourse-semantic analysis drawing on a Systemic Functional Linguistic framework known as Appraisal. The quantitative results show that, when the amount of text produced is taken into account, there are few significant differences in the frequency of expression of interactional meanings in L1 and FL, but slightly more for gender. The qualitative description identifies a number of language-specific and non-language specific resources used by the writers to enable them to express interactional meanings in FL. In the discussion, these findings are linked to the notion of multi-competence. (C) 2013 Elsevier Inc. All rights reserved.|Young writers; Interactional resources; Multi-competency; Swedish (L1); English (FL); Gender|LANGUAGE; METADISCOURSE; DISCOURSE; WRITTEN; FL|Linguistics|5|2|8
Of babies and bath water: Is there any place for Austin and Grice in interpersonal pragmatics?|2013|This paper discusses a particular strand of interpersonal pragmatics that may be known as `discursive' pragmatics and attempts to delineate what is entailed in such an approach. Some scholars may characterise it as placing emphasis on participant evaluations, others may foreground the analysis of contextualised and sequential texts, while still others consider it to include both of these. In general, though, discursive pragmatics often seems to involve a reaction to, and a contrast with, so-called Gricean intention-based approaches. In this paper I argue that, far from discarding the insights of Grice, Austin and others, a discursive approach to interpersonal pragmatics should embrace those aspects of non-discursive pragmatics that provide us with a `tool-kit' and a vocabulary for examining talk-in-interaction. At the same time, I will argue that the shortcomings of the speaker-based, intention-focused pragmatics can be compensated for, not by privileging hearer evaluations of meaning, but by taking an ethnographic and, to some extent, ethnomethodological approach to the analysis of naturally-occurring discourse data. By providing a critique of Locher and Watts' (2005) paradigmatic example of a discursive approach to politeness and then a sample analysis of interactional data, I demonstrate how a combination of insights from Gricean pragmatics and from ethnomethodology allows the analyst to comment on the construction and negotiation of meaning in discourse, without having recourse to notions of either intention or evaluation. (C) 2013 Elsevier B.V. All rights reserved.|Discursive politeness; Discursive pragmatics; Grice; Austin; Post-modern|POLITENESS THEORY; FACE|Linguistics; Language \& Linguistics|6|0|8
Riddle Appreciation and Reading Comprehension in Cantonese-Speaking Children|2013|Purpose: Inference-making skills are necessary for reading comprehension. Training in riddle appreciation is an effective way to improve reading comprehension among English-speaking children. However, it is not clear whether these methods generalize to other writing systems. The goal of the present study was to investigate the relationship between inference-making skills, as measured by riddle appreciation ability, and reading comprehension performance in typically developing Cantonese-speaking children in the 4th grade. Method: Forty Cantonese-speaking children between the ages of 9;1 (years; months) and 11;0 were given tests of riddle appreciation ability and reading comprehension. Chinese character reading and auditory comprehension abilities were also assessed using tests that had been standardized in Hong Kong. Results: Regression analyses revealed that riddle appreciation ability explained a significant amount of variance in reading comprehension after variance due to character reading skills and auditory comprehension skills were first considered. Orthographic, lexical, morphological, and syntactic riddles were also significantly correlated with reading comprehension. Conclusion: Riddle appreciation ability predicts reading comprehension in Cantonese-speaking 4th-grade children. Therefore, training Cantonese speakers in riddle appreciation should improve their reading comprehension.|reading comprehension; riddles; inference; decoding; Chinese|TEXT COMPREHENSION; COMPONENT SKILLS; WORKING-MEMORY; METALINGUISTIC AWARENESS; DEVELOPMENTAL DYSLEXIA; CHINESE CHILDREN; SIMPLE VIEW; INSTRUCTION; ORTHOGRAPHY; PHONOLOGY|Audiology \& Speech-Language Pathology; Linguistics; Rehabilitation|0|1|8
Large, huge or gigantic? Identifying and encoding intensity relations among adjectives in WordNet|2013|We propose a new semantic relation for gradable adjectives in WordNet, which enriches the present, vague, similar relation with information on the degree or intensity with which different adjectives express a shared attribute. Using lexical-semantic patterns, we mine the Web for evidence of the relative strength of adjectives like ``large{''}, ``huge{''} and ``gigantic{''} with respect to their attribute ({''}size{''}). The pairwise orderings we derive allow us to construct scales on which the adjectives are located. To represent the intensity relation among gradable adjectives in WordNet, we combine ordered scales with the current WordNet dumbbells based on the relation between a pair of central adjectives and a group of undifferentiated semantically similar adjectives. A new intensity relation links the adjectives in the dumbbells and their concurrent representation on scales. Besides capturing the semantics of gradable adjectives in a way that is both intuitively clear as well as consistent with corpus data, the introduction of an intensity relation would potentially result in several specific benefits for NLP.|Gradable adjectives; Scales; Intensity relation; WordNet|RETRIEVAL; ENGLISH|Computer Science, Interdisciplinary Applications|2|0|8
